low_group,high_group,low_dimension,high_dimension,low_members,high_members,low_omega_hat,high_omega_hat,frequency_rel_error,overlap,minimum_overlap,fingerprint_similarity,low_dominant_m,high_dominant_m,low_ppw,high_ppw,low_wavelength_status,high_wavelength_status,low_circularity_eigs,high_circularity_eigs,circularity_error,low_condition_number_max,high_condition_number_max,low_class,high_class,low_core_status,high_core_status,equilibrium_ready,score,numerically_trackable,physical_interpretation_allowed
13,7,2,2,17;23,7;19,1.280624334809261,1.2130024989274921,0.0528038036164919,0.9943899874966469,0.9943899874966455,0.9999999542680436,58,58,4.413793103448276,5.517241379310345,UNDERRESOLVED,UNDERRESOLVED,0.999984362277;0.999984362277,0.999982509546;0.999982509546,1.8527304772586461e-06,49.568817272817135,133.20795702678708,oscillatory,oscillatory,RESOLVED,RESOLVED,True,0.9887134105225251,True,False
72,94,2,2,170;220,178;180,-0.7059039974366181,-0.6555013650061121,0.07140153988861858,0.9988165931190395,0.9988165931190389,0.9999997320473247,41,41,6.2439024390243905,7.804878048780488,UNDERRESOLVED,UNDERRESOLVED,-0.999947333312;-0.999947333312,-0.999939000634;-0.999939000634,8.332678078093458e-06,20.802934996424526,22.048126651411607,oscillatory,oscillatory,RESOLVED,RESOLVED,True,0.988579657899962,True,False
73,95,2,2,171;221,179;181,0.7059039974366181,0.6555013650061121,0.07140153988861858,0.9988165931190395,0.9988165931190389,0.9999997320473247,41,41,6.2439024390243905,7.804878048780488,UNDERRESOLVED,UNDERRESOLVED,0.999947333312;0.999947333312,0.999939000634;0.999939000634,8.332678078093458e-06,20.802934996424526,22.048126651411607,oscillatory,oscillatory,RESOLVED,RESOLVED,True,0.988579657899962,True,False
16,8,2,2,28;30,8;10,-1.3085340724833836,-1.2406015237986259,0.0519150017666966,0.9939234048684866,0.993923404868485,0.9999999576365065,59,59,4.338983050847458,5.423728813559322,UNDERRESOLVED,UNDERRESOLVED,-0.999985043489;-0.999985043489,-0.9999833005;-0.9999833005,1.7429889810349763e-06,157.51254750585846,13.317894814733602,oscillatory,oscillatory,RESOLVED,RESOLVED,True,0.9885667820652141,True,False
17,9,2,2,29;31,9;11,1.3085340724833836,1.2406015237986259,0.0519150017666966,0.9939234048684866,0.993923404868485,0.9999999576365065,59,59,4.338983050847458,5.423728813559322,UNDERRESOLVED,UNDERRESOLVED,0.999985043489;0.999985043489,0.9999833005;0.9999833005,1.7429889810349763e-06,157.51254750585846,13.317894814733602,oscillatory,oscillatory,RESOLVED,RESOLVED,True,0.9885667820652141,True,False
102,96,2,2,226;228,184;186,-0.6677858961969447,-0.6190432996403841,0.07299135371703841,0.9989365994772246,0.9989365994772241,0.9999996876805938,40,40,6.4,8.0,UNDERRESOLVED,DIAGNOSTIC,-0.999941097897;-0.999941097897,-0.999931572591;-0.999931572591,9.525305142310536e-06,4.485566593521707,5.185400150960036,oscillatory,oscillatory,RESOLVED,RESOLVED,True,0.9884131785489274,True,False
103,97,2,2,227;229,185;187,0.6677858961969447,0.6190432996403841,0.07299135371703841,0.9989365994772246,0.9989365994772241,0.9999996876805938,40,40,6.4,8.0,UNDERRESOLVED,DIAGNOSTIC,0.999941097897;0.999941097897,0.999931572591;0.999931572591,9.525305142310536e-06,4.485566593521707,5.185400150960036,oscillatory,oscillatory,RESOLVED,RESOLVED,True,0.9884131785489274,True,False
20,4,2,2,36;38,4;16,-1.335706575216519,-1.2675385921042437,0.051035148270663536,0.9934245406884733,0.9934245406884711,0.9999999606924016,60,60,4.266666666666667,5.333333333333333,UNDERRESOLVED,UNDERRESOLVED,-0.999985665888;-0.999985665888,-0.999984023111;-0.999984023111,1.6427768472215831e-06,1.0000422916566771,39.39600813092832,oscillatory,oscillatory,RESOLVED,RESOLVED,True,0.9883994423455847,True,False
21,5,2,2,37;39,5;17,1.335706575216519,1.2675385921042437,0.051035148270663536,0.9934245406884733,0.9934245406884711,0.9999999606924016,60,60,4.266666666666667,5.333333333333333,UNDERRESOLVED,UNDERRESOLVED,0.999985665888;0.999985665888,0.999984023111;0.999984023111,1.6427768472215831e-06,1.0000422916566771,39.39600813092832,oscillatory,oscillatory,RESOLVED,RESOLVED,True,0.9883994423455847,True,False
96,86,2,2,218;268,164;206,-0.6294809876709273,-0.582453578369888,0.07470822824219069,0.9990466128756887,0.9990466128756882,0.9999996324067707,39,39,6.564102564102564,8.205128205128204,UNDERRESOLVED,DIAGNOSTIC,-0.999933661819;-0.999933661819,-0.99992268034;-0.99992268034,1.09814785762552e-05,1.0021654334735532,3.263680824247644,oscillatory,oscillatory,RESOLVED,RESOLVED,True,0.9882216415907773,True,False
97,87,2,2,219;269,165;207,0.6294809876709273,0.582453578369888,0.07470822824219069,0.9990466128756887,0.9990466128756882,0.9999996324067707,39,39,6.564102564102564,8.205128205128204,UNDERRESOLVED,DIAGNOSTIC,0.999933661819;0.999933661819,0.99992268034;0.99992268034,1.09814785762552e-05,1.0021654334735532,3.263680824247644,oscillatory,oscillatory,RESOLVED,RESOLVED,True,0.9882216415907773,True,False
24,16,2,2,42;44,26;28,-1.362140500634329,-1.2938108503464392,0.05016343780694404,0.9928915281425869,0.9928915281425841,0.9999999634728937,61,61,4.19672131147541,5.245901639344262,UNDERRESOLVED,UNDERRESOLVED,-0.99998623577;-0.99998623577,-0.999984684766;-0.999984684766,1.551003378175153e-06,1.0014681740053122,1.0005719527337884,oscillatory,oscillatory,RESOLVED,RESOLVED,True,0.988210392082734,True,False
25,17,2,2,43;45,27;29,1.362140500634329,1.2938108503464392,0.05016343780694404,0.9928915281425869,0.9928915281425841,0.9999999634728937,61,61,4.19672131147541,5.245901639344262,UNDERRESOLVED,UNDERRESOLVED,0.99998623577;0.99998623577,0.999984684766;0.999984684766,1.551003378175153e-06,1.0014681740053122,1.0005719527337884,oscillatory,oscillatory,RESOLVED,RESOLVED,True,0.988210392082734,True,False
94,106,2,2,216;244,208;210,-0.5910570521265581,-0.5457954531390453,0.07657737747086597,0.9991472970813606,0.9991472970813601,0.9999995625793374,38,38,6.7368421052631575,8.421052631578947,UNDERRESOLVED,DIAGNOSTIC,-0.999924710949;-0.999924710949,-0.999911930148;-0.999911930148,1.2780800700884498e-05,3.2563642239872914,10.430216472700085,oscillatory,oscillatory,RESOLVED,RESOLVED,True,0.9880016622730208,True,False
95,107,2,2,217;245,209;211,0.5910570521265581,0.5457954531390453,0.07657737747086597,0.9991472970813606,0.9991472970813601,0.9999995625793374,38,38,6.7368421052631575,8.421052631578947,UNDERRESOLVED,DIAGNOSTIC,0.999924710949;0.999924710949,0.999911930148;0.999911930148,1.2780800700884498e-05,3.2563642239872914,10.430216472700085,oscillatory,oscillatory,RESOLVED,RESOLVED,True,0.9880016622730208,True,False
26,14,2,2,46;54,24;30,-1.3878362231348949,-1.3194170120436597,0.0492991968005327,0.9923224094046754,0.9923224094046719,0.9999999660098056,62,62,4.129032258064516,5.161290322580645,UNDERRESOLVED,UNDERRESOLVED,-0.99998675862;-0.99998675862,-0.999985291892;-0.999985291892,1.466727508114829e-06,1.040842648204092,88.12606311355768,oscillatory,oscillatory,RESOLVED,RESOLVED,True,0.9879985576251769,True,False
27,15,2,2,47;55,25;31,1.3878362231348949,1.3194170120436597,0.0492991968005327,0.9923224094046754,0.9923224094046719,0.9999999660098056,62,62,4.129032258064516,5.161290322580645,UNDERRESOLVED,UNDERRESOLVED,0.99998675862;0.99998675862,0.999985291892;0.999985291892,1.466727508114829e-06,1.040842648204092,88.12606311355768,oscillatory,oscillatory,RESOLVED,RESOLVED,True,0.9879985576251769,True,False
30,0,2,2,56;58,0;98,-1.4370223827168165,-1.368633066808794,0.0475909886516356,0.991623971813486,0.9873058795798834,0.9999999704586103,64,64,4.0,5.0,UNDERRESOLVED,UNDERRESOLVED,-0.999987681811;-0.999987681811,-0.999986364297;-0.999986364297,1.3175145400223798e-06,26.73926067592486,2454.0374617473776,oscillatory,oscillatory,RESOLVED,RESOLVED,True,0.9878357274049988,True,False
31,1,2,2,57;59,1;99,1.4370223827168165,1.368633066808794,0.0475909886516356,0.991623971813486,0.9873058795798834,0.9999999704586103,64,64,4.0,5.0,UNDERRESOLVED,UNDERRESOLVED,0.999987681811;0.999987681811,0.999986364297;0.999986364297,1.3175145400223798e-06,26.73926067592486,2454.0374617473776,oscillatory,oscillatory,RESOLVED,RESOLVED,True,0.9878357274049988,True,False
28,2,2,2,50;52,2;96,-1.4127957067066352,-1.3443572456061204,0.048441866559781326,0.9917151322021609,0.9917151322021532,0.9999999683305018,63,63,4.063492063492063,5.079365079365079,UNDERRESOLVED,UNDERRESOLVED,-0.999987239232;-0.999987239232,-0.999985850098;-0.999985850098,1.3891341111849087e-06,1.0002226427027934,32.82239526753448,oscillatory,oscillatory,RESOLVED,RESOLVED,True,0.9877627914199548,True,False
29,3,2,2,51;53,3;97,1.4127957067066352,1.3443572456061204,0.048441866559781326,0.9917151322021609,0.9917151322021532,0.9999999683305018,63,63,4.063492063492063,5.079365079365079,UNDERRESOLVED,UNDERRESOLVED,0.999987239232;0.999987239232,0.999985850098;0.999985850098,1.3891341111849087e-06,1.0002226427027934,32.82239526753448,oscillatory,oscillatory,RESOLVED,RESOLVED,True,0.9877627914199548,True,False
134,108,2,2,310;312,212;214,-0.5525867851463276,-0.5091366987136468,0.07863033934330348,0.9992392797278109,0.9992392797278101,0.9999994729808322,37,37,6.918918918918919,8.64864864864865,UNDERRESOLVED,DIAGNOSTIC,-0.999913824858;-0.999913824858,-0.999898790883;-0.999898790883,1.503397590740807e-05,50.25404970263786,10.125497696991998,oscillatory,oscillatory,RESOLVED,RESOLVED,True,0.987748885180399,True,False
135,109,2,2,311;313,213;215,0.5525867851463276,0.5091366987136468,0.07863033934330348,0.9992392797278109,0.9992392797278101,0.9999994729808322,37,37,6.918918918918919,8.64864864864865,UNDERRESOLVED,DIAGNOSTIC,0.999913824858;0.999913824858,0.999898790883;0.999898790883,1.503397590740807e-05,50.25404970263786,10.125497696991998,oscillatory,oscillatory,RESOLVED,RESOLVED,True,0.987748885180399,True,False
142,114,2,2,322;324,226;228,-0.5141478949350216,-0.47254971455251893,0.0809070323778333,0.9993231537731271,0.9993231537731264,0.9999993559762913,36,36,7.111111111111111,8.88888888888889,UNDERRESOLVED,DIAGNOSTIC,-0.999900431658;-0.999900431658,-0.999882533593;-0.999882533593,1.7898064660459845e-05,1.000201544123556,7.22068364937831,oscillatory,oscillatory,RESOLVED,RESOLVED,True,0.9874576764012741,True,False
143,115,2,2,323;325,227;229,0.5141478949350216,0.47254971455251893,0.0809070323778333,0.9993231537731271,0.9993231537731264,0.9999993559762913,36,36,7.111111111111111,8.88888888888889,UNDERRESOLVED,DIAGNOSTIC,0.999900431658;0.999900431658,0.999882533593;0.999882533593,1.7898064660459845e-05,1.000201544123556,7.22068364937831,oscillatory,oscillatory,RESOLVED,RESOLVED,True,0.9874576764012741,True,False
32,22,2,2,60;62,40;42,-1.4605210326981029,-1.3922472358512263,0.0467461921590753,0.990377400336476,0.9903774003364674,0.9999999724146107,65,65,3.9384615384615387,4.923076923076923,UNDERRESOLVED,UNDERRESOLVED,-0.999988090055;-0.999988090055,-0.999986838805;-0.999986838805,1.2512505460637868e-06,86.92064946225689,1.0016637868283593,oscillatory,oscillatory,RESOLVED,RESOLVED,True,0.9872145044816769,True,False
33,23,2,2,61;63,41;43,1.4605210326981029,1.3922472358512263,0.0467461921590753,0.990377400336476,0.9903774003364674,0.9999999724146107,65,65,3.9384615384615387,4.923076923076923,UNDERRESOLVED,UNDERRESOLVED,0.999988090055;0.999988090055,0.999986838805;0.999986838805,1.2512505460637868e-06,86.92064946225689,1.0016637868283593,oscillatory,oscillatory,RESOLVED,RESOLVED,True,0.9872145044816769,True,False
152,116,2,2,336;338,230;232,-0.475823178699574,-0.4361116086082549,0.08345867092866513,0.9993994787169194,0.9993994787169185,0.9999992001062218,35,35,7.314285714285714,9.142857142857142,UNDERRESOLVED,DIAGNOSTIC,-0.999883739178;-0.999883739178,-0.999862138222;-0.999862138222,2.1600955801392985e-05,3.472654137232372,28.609807156798677,oscillatory,oscillatory,RESOLVED,RESOLVED,True,0.9871206866174073,True,False
153,117,2,2,337;339,231;233,0.475823178699574,0.4361116086082549,0.08345867092866513,0.9993994787169194,0.9993994787169185,0.9999992001062218,35,35,7.314285714285714,9.142857142857142,UNDERRESOLVED,DIAGNOSTIC,0.999883739178;0.999883739178,0.999862138222;0.999862138222,2.1600955801392985e-05,3.472654137232372,28.609807156798677,oscillatory,oscillatory,RESOLVED,RESOLVED,True,0.9871206866174073,True,False
34,28,2,2,64;66,48;52,-1.4832976761338978,-1.415203658972698,0.04590718252770535,0.9896423377730517,0.9896423377730481,0.9999999742163203,66,66,3.878787878787879,4.848484848484849,UNDERRESOLVED,UNDERRESOLVED,-0.999988467227;-0.999988467227,-0.999987277426;-0.999987277426,1.1898009518729324e-06,1.003823169970738,8.560496679970623,oscillatory,oscillatory,RESOLVED,RESOLVED,True,0.9868993188387553,True,False
35,29,2,2,65;67,49;53,1.4832976761338978,1.415203658972698,0.04590718252770535,0.9896423377730517,0.9896423377730481,0.9999999742163203,66,66,3.878787878787879,4.848484848484849,UNDERRESOLVED,UNDERRESOLVED,0.999988467227;0.999988467227,0.999987277426;0.999987277426,1.1898009518729324e-06,1.003823169970738,8.560496679970623,oscillatory,oscillatory,RESOLVED,RESOLVED,True,0.9868993188387553,True,False
164,112,2,2,374;376,224;330,-0.43770057366000453,-0.3999042586206131,0.08635198881130716,0.9994687814444279,0.9994687814444266,0.9999989876682768,34,34,7.529411764705882,9.411764705882353,UNDERRESOLVED,DIAGNOSTIC,-0.999862627393;-0.999862627393,-0.99983614555;-0.99983614555,2.6481842986147974e-05,21.82340815129604,8.945549583586075,oscillatory,oscillatory,RESOLVED,RESOLVED,True,0.9867282174620298,True,False
165,113,2,2,375;377,225;331,0.43770057366000453,0.3999042586206131,0.08635198881130716,0.9994687814444279,0.9994687814444266,0.9999989876682768,34,34,7.529411764705882,9.411764705882353,UNDERRESOLVED,DIAGNOSTIC,0.999862627393;0.999862627393,0.99983614555;0.99983614555,2.6481842986147974e-05,21.82340815129604,8.945549583586075,oscillatory,oscillatory,RESOLVED,RESOLVED,True,0.9867282174620298,True,False
38,30,2,2,72;76,54;56,-1.5053594632194551,-1.4375072945735308,0.04507373175893263,0.9888598940699223,0.9888598940699194,0.9999999758792942,67,67,3.8208955223880596,4.776119402985074,UNDERRESOLVED,UNDERRESOLVED,-0.999988816214;-0.999988816214,-0.999987683524;-0.999987683524,1.1326905250408359e-06,6.019040329013428,9.079044458928978,oscillatory,oscillatory,RESOLVED,RESOLVED,True,0.986554870647937,True,False
39,31,2,2,73;77,55;57,1.5053594632194551,1.4375072945735308,0.04507373175893263,0.9888598940699223,0.9888598940699194,0.9999999758792942,67,67,3.8208955223880596,4.776119402985074,UNDERRESOLVED,UNDERRESOLVED,0.999988816214;0.999988816214,0.999987683524;0.999987683524,1.1326905250408359e-06,6.019040329013428,9.079044458928978,oscillatory,oscillatory,RESOLVED,RESOLVED,True,0.986554870647937,True,False
166,140,2,2,378;380,278;280,-0.39987317721578713,-0.36401434520717996,0.08967551226687143,0.999531556433586,0.9995315564335844,0.9999986903988447,33,33,7.757575757575758,9.696969696969697,UNDERRESOLVED,DIAGNOSTIC,-0.999835475332;-0.999835475332,-0.999802414796;-0.999802414796,3.3060535705620175e-05,1.0080584244068602,1.5396332800352066,oscillatory,oscillatory,RESOLVED,RESOLVED,True,0.986267279619832,True,False
167,141,2,2,379;381,279;281,0.39987317721578713,0.36401434520717996,0.08967551226687143,0.999531556433586,0.9995315564335844,0.9999986903988447,33,33,7.757575757575758,9.696969696969697,UNDERRESOLVED,DIAGNOSTIC,0.999835475332;0.999835475332,0.999802414796;0.999802414796,3.3060535705620175e-05,1.0080584244068602,1.5396332800352066,oscillatory,oscillatory,RESOLVED,RESOLVED,True,0.986267279619832,True,False
40,34,2,2,74;82,64;66,-1.5267145725551199,-1.459164063777873,0.0442456697483367,0.9880274930177436,0.988027493017741,0.9999999774171597,68,68,3.764705882352941,4.705882352941177,UNDERRESOLVED,UNDERRESOLVED,-0.99998913958;-0.99998913958,-0.999988060079;-0.999988060079,1.0795006629704673e-06,1.0012347133254969,3.6610852485794494,oscillatory,oscillatory,RESOLVED,RESOLVED,True,0.9861796397026855,True,False
41,35,2,2,75;83,65;67,1.5267145725551199,1.459164063777873,0.0442456697483367,0.9880274930177436,0.988027493017741,0.9999999774171597,68,68,3.764705882352941,4.705882352941177,UNDERRESOLVED,UNDERRESOLVED,0.99998913958;0.99998913958,0.999988060079;0.999988060079,1.0795006629704673e-06,1.0012347133254969,3.6610852485794494,oscillatory,oscillatory,RESOLVED,RESOLVED,True,0.9861796397026855,True,False
162,166,2,2,372;382,332;334,-0.36243922924464694,-0.32853334906458154,0.09354914546840865,0.9996996215748369,0.9995347201786415,0.9999982614153243,32,32,8.0,10.0,DIAGNOSTIC,DIAGNOSTIC,-0.999799873192;-0.999799873192,-0.999757712214;-0.999757712214,4.216097821185816e-05,16.302037331399298,1.014310013383953,oscillatory,oscillatory,RESOLVED,RESOLVED,True,0.985786966478472,True,False
163,167,2,2,373;383,333;335,0.36243922924464694,0.32853334906458154,0.09354914546840865,0.9996996215748369,0.9995347201786415,0.9999982614153243,32,32,8.0,10.0,DIAGNOSTIC,DIAGNOSTIC,0.999799873192;0.999799873192,0.999757712214;0.999757712214,4.216097821185816e-05,16.302037331399298,1.014310013383953,oscillatory,oscillatory,RESOLVED,RESOLVED,True,0.985786966478472,True,False
42,38,2,2,78;80,72;86,-1.5473721137097636,-1.480180765360212,0.043422876601067216,0.9871424435058409,0.987142443505839,0.9999999788418933,69,69,3.710144927536232,4.63768115942029,UNDERRESOLVED,UNDERRESOLVED,-0.999989439603;-0.999989439603,-0.999988409741;-0.999988409741,1.02986158923013e-06,11.550570114358967,1.0160735725041898,oscillatory,oscillatory,RESOLVED,RESOLVED,True,0.9857720293238177,True,False
43,39,2,2,79;81,73;87,1.5473721137097636,1.480180765360212,0.043422876601067216,0.9871424435058409,0.987142443505839,0.9999999788418933,69,69,3.710144927536232,4.63768115942029,UNDERRESOLVED,UNDERRESOLVED,0.999989439603;0.999989439603,0.999988409741;0.999988409741,1.02986158923013e-06,11.550570114358967,1.0160735725041898,oscillatory,oscillatory,RESOLVED,RESOLVED,True,0.9857720293238177,True,False
52,64,2,2,104;106,114;116,-1.5673420345772986,-1.5005649949466744,0.04260527578374658,0.9862019363367076,0.9862019363367059,0.999999980164054,70,70,3.657142857142857,4.571428571428571,UNDERRESOLVED,UNDERRESOLVED,-0.999989718317;-0.999989718317,-0.999988734872;-0.999988734872,9.83445733182542e-07,22.042133756198773,1.15255655194116,oscillatory,oscillatory,RESOLVED,RESOLVED,True,0.985330365475476,True,False
53,65,2,2,105;107,115;117,1.5673420345772986,1.5005649949466744,0.04260527578374658,0.9862019363367076,0.9862019363367059,0.999999980164054,70,70,3.657142857142857,4.571428571428571,UNDERRESOLVED,UNDERRESOLVED,0.999989718317;0.999989718317,0.999988734872;0.999988734872,9.83445733182542e-07,22.042133756198773,1.15255655194116,oscillatory,oscillatory,RESOLVED,RESOLVED,True,0.985330365475476,True,False
168,168,2,2,386;388,336;338,-0.32550204700923524,-0.29355750118324037,0.09813930855276178,0.9996393307601257,0.9996393307601242,0.9999976193933785,31,31,8.258064516129032,10.32258064516129,DIAGNOSTIC,DIAGNOSTIC,-0.999752124833;-0.999752124833,-0.999696983006;-0.999696983006,5.5141827034255186e-05,16.535449657914782,8.272298767306648,oscillatory,oscillatory,RESOLVED,RESOLVED,True,0.9850621070215058,True,False
169,169,2,2,387;389,337;339,0.32550204700923524,0.29355750118324037,0.09813930855276178,0.9996393307601257,0.9996393307601242,0.9999976193933785,31,31,8.258064516129032,10.32258064516129,DIAGNOSTIC,DIAGNOSTIC,0.999752124833;0.999752124833,0.999696983006;0.999696983006,5.5141827034255186e-05,16.535449657914782,8.272298767306648,oscillatory,oscillatory,RESOLVED,RESOLVED,True,0.9850621070215058,True,False
206,233,2,2,462;464,590;592,-0.07031839077395553,-0.07818244465322287,0.10058592966935515,0.9999555630756718,0.9999555630756717,0.9999470421670014,17,17,15.058823529411764,18.823529411764707,RESOLVED,RESOLVED,0.995060513283;0.995060513283,0.99603676813;0.99603676813,0.0009762548472739274,5.246469216308689,5.820894894558631,oscillatory,oscillatory,RESOLVED,RESOLVED,True,0.9848722089367501,True,True
207,234,2,2,463;465,591;593,0.07031839077395553,0.07818244465322287,0.10058592966935515,0.9999555630756718,0.9999555630756717,0.9999470421670014,17,17,15.058823529411764,18.823529411764707,RESOLVED,RESOLVED,-0.995060513283;-0.995060513283,-0.99603676813;-0.99603676813,0.0009762548472739274,5.246469216308689,5.820894894558631,oscillatory,oscillatory,RESOLVED,RESOLVED,True,0.9848722089367501,True,True
54,60,2,2,108;110,108;120,-1.586635033435049,-1.5203250683930396,0.041792827994254565,0.9852030411779915,0.9852030411779897,0.9999999813929791,71,71,3.6056338028169015,4.507042253521127,UNDERRESOLVED,UNDERRESOLVED,-0.999989977542;-0.999989977542,-0.99998903758;-0.99998903758,9.399621445638218e-07,5.044695859832149,1.0002558126375865,oscillatory,oscillatory,RESOLVED,RESOLVED,True,0.9848528958559015,True,False
55,61,2,2,109;111,109;121,1.586635033435049,1.5203250683930396,0.041792827994254565,0.9852030411779915,0.9852030411779897,0.9999999813929791,71,71,3.6056338028169015,4.507042253521127,UNDERRESOLVED,UNDERRESOLVED,0.999989977542;0.999989977542,0.99998903758;0.99998903758,9.399621445638218e-07,5.044695859832149,1.0002558126375865,oscillatory,oscillatory,RESOLVED,RESOLVED,True,0.9848528958559015,True,False
50,58,2,2,98;112,106;118,-1.6052624756017617,-1.5394699492332276,0.04098552564986032,0.984142703686838,0.9841427036868364,0.9999999825369499,72,72,3.5555555555555554,4.444444444444445,UNDERRESOLVED,UNDERRESOLVED,-0.999990218907;-0.999990218907,-0.999989319755;-0.999989319755,8.99151733291248e-07,1.0003430539050042,124.57589238661878,oscillatory,oscillatory,RESOLVED,RESOLVED,True,0.9843377889988612,True,False
51,59,2,2,99;113,107;119,1.6052624756017617,1.5394699492332276,0.04098552564986032,0.984142703686838,0.9841427036868364,0.9999999825369499,72,72,3.5555555555555554,4.444444444444445,UNDERRESOLVED,UNDERRESOLVED,0.999990218907;0.999990218907,0.999989319755;0.999989319755,8.99151733291248e-07,1.0003430539050042,124.57589238661878,oscillatory,oscillatory,RESOLVED,RESOLVED,True,0.9843377889988612,True,False
170,170,2,2,390;392,340;342,-0.289169898744925,-0.25918766861596604,0.1036837867948561,0.9996851332105176,0.9996851332105167,0.9999966155698924,30,30,8.533333333333333,10.666666666666666,DIAGNOSTIC,DIAGNOSTIC,-0.999686348557;-0.999686348557,-0.999611997486;-0.999611997486,7.435107101982918e-05,2.33893500912058,1.0011948866403049,oscillatory,oscillatory,RESOLVED,RESOLVED,True,0.9842576657995552,True,False
171,171,2,2,391;393,341;343,0.289169898744925,0.25918766861596604,0.1036837867948561,0.9996851332105176,0.9996851332105167,0.9999966155698924,30,30,8.533333333333333,10.666666666666666,DIAGNOSTIC,DIAGNOSTIC,0.999686348557;0.999686348557,0.999611997486;0.999611997486,7.435107101982918e-05,2.33893500912058,1.0011948866403049,oscillatory,oscillatory,RESOLVED,RESOLVED,True,0.9842576657995552,True,False
58,54,2,2,126;136,100;168,-1.6232363145831428,-1.5580091800862041,0.040183387909042356,0.9830177428451227,0.9830177428451212,0.9999999836033309,73,73,3.506849315068493,4.383561643835616,UNDERRESOLVED,UNDERRESOLVED,-0.999990443875;-0.999990443875,-0.999989583092;-0.999989583092,8.607832178153529e-07,13.11330801011723,11.810130691076896,oscillatory,oscillatory,RESOLVED,RESOLVED,True,0.98378313342155,True,False
59,55,2,2,127;137,101;169,1.6232363145831428,1.5580091800862041,0.040183387909042356,0.9830177428451227,0.9830177428451212,0.9999999836033309,73,73,3.506849315068493,4.383561643835616,UNDERRESOLVED,UNDERRESOLVED,0.999990443875;0.999990443875,0.999989583092;0.999989583092,8.607832178153529e-07,13.11330801011723,11.810130691076896,oscillatory,oscillatory,RESOLVED,RESOLVED,True,0.98378313342155,True,False
172,176,2,2,394;396,350;352,-0.2535557935273032,-0.22552914535693092,0.11053444206690673,0.999725984047668,0.9997259840476675,0.9999949597955093,29,29,8.827586206896552,11.03448275862069,DIAGNOSTIC,DIAGNOSTIC,-0.999592762748;-0.999592762748,-0.999488679701;-0.999488679701,0.00010408304702558269,8.693696617480814,10.980271877891735,oscillatory,oscillatory,RESOLVED,RESOLVED,True,0.9832541640674421,True,False
173,177,2,2,395;397,351;353,0.2535557935273032,0.22552914535693092,0.11053444206690673,0.999725984047668,0.9997259840476675,0.9999949597955093,29,29,8.827586206896552,11.03448275862069,DIAGNOSTIC,DIAGNOSTIC,0.999592762748;0.999592762748,0.999488679701;0.999488679701,0.00010408304702558269,8.693696617480814,10.980271877891735,oscillatory,oscillatory,RESOLVED,RESOLVED,True,0.9832541640674421,True,False
60,74,2,2,132;134,140;142,-1.6405690175846115,-1.575952817903912,0.03938645615521445,0.9818248485479442,0.9818248485479424,0.9999999845986903,74,74,3.4594594594594597,4.324324324324325,UNDERRESOLVED,UNDERRESOLVED,-0.999990653767;-0.999990653767,-0.999989829117;-0.999989829117,8.246496454589192e-07,3.724312327003223,187.13510190529686,oscillatory,oscillatory,RESOLVED,RESOLVED,True,0.9831869368551569,True,False
61,75,2,2,133;135,141;143,1.6405690175846115,1.575952817903912,0.03938645615521445,0.9818248485479442,0.9818248485479424,0.9999999845986903,74,74,3.4594594594594597,4.324324324324325,UNDERRESOLVED,UNDERRESOLVED,0.999990653767;0.999990653767,0.999989829117;0.999989829117,8.246496454589192e-07,3.724312327003223,187.13510190529686,oscillatory,oscillatory,RESOLVED,RESOLVED,True,0.9831869368551569,True,False
56,82,2,2,122;140,152;160,-1.657273495264352,-1.5933113729388786,0.03859478988123852,0.9805605794917847,0.9805605794917832,0.9999999855289005,75,75,3.4133333333333336,4.266666666666667,UNDERRESOLVED,UNDERRESOLVED,-0.99999084977;-0.99999084977,-0.999990059205;-0.999990059205,7.90565409580779e-07,282.0649118970666,10.895733633893904,oscillatory,oscillatory,RESOLVED,RESOLVED,True,0.9825471255951101,True,False
57,83,2,2,123;141,153;161,1.657273495264352,1.5933113729388786,0.03859478988123852,0.9805605794917847,0.9805605794917832,0.9999999855289005,75,75,3.4133333333333336,4.266666666666667,UNDERRESOLVED,UNDERRESOLVED,0.99999084977;0.99999084977,0.999990059205;0.999990059205,7.90565409580779e-07,282.0649118970666,10.895733633893904,oscillatory,oscillatory,RESOLVED,RESOLVED,True,0.9825471255951101,True,False
174,182,2,2,398;400,378;380,-0.21877714708989934,-0.1926912887161377,0.11923484111913439,0.9997620733744458,0.999762073374445,0.9999920396103176,28,28,9.142857142857142,11.428571428571429,DIAGNOSTIC,DIAGNOSTIC,-0.999454199446;-0.999454199446,-0.999301438632;-0.999301438632,0.00015276081447868073,24.562386155824633,7.366069370455903,oscillatory,oscillatory,RESOLVED,RESOLVED,True,0.9819700277593766,True,False
175,183,2,2,399;401,379;381,0.21877714708989934,0.1926912887161377,0.11923484111913439,0.9997620733744458,0.999762073374445,0.9999920396103176,28,28,9.142857142857142,11.428571428571429,DIAGNOSTIC,DIAGNOSTIC,0.999454199446;0.999454199446,0.999301438632;0.999301438632,0.00015276081447868073,24.562386155824633,7.366069370455903,oscillatory,oscillatory,RESOLVED,RESOLVED,True,0.9819700277593766,True,False
