candidate,family,category,value,shape_classification,parameterization_role,shape_family_max_normalized_rms,raw_family_max_normalized_rms,priority_tier,selection_reason,is_baseline_geometry,raw_sha256,source_file,raw_handoff_file,arclength300_handoff_file,length,rg,exact_duplicate_of
tanmag__0p4,tanmag,secondary_force,0.4,EFFECTIVE_STRONG,MIXED_REPARAMETERIZATION_DOMINANT,0.08598341181869912,0.9624096347704889,2,secondary strong shape effect,False,67a47895e0dea6e3d507e03f8a719c24f29638e7b05211a637f9bcfbdade5d9d,C:\workspace\projects\SST-Workbench\KnotPlot\KnotPlot_3p1_Comprehensive_Dynamics_Parameter_Atlas_v0.3.0\out\extended\tanmag__0p4_i01000.txt,stability_handoff\raw_xyz\tanmag__0p4.txt,stability_handoff\arclength300_xyz\tanmag__0p4.txt,296.10769683724646,22.850474802846808,
symmforce__off,symmforce,secondary_force,off,EFFECTIVE_MEDIUM,GEOMETRY_DOMINANT,0.0042091185062043705,0.004073887439645197,3,medium shape effect,True,8916df1819f3b7a18253a8295c27e6d531cf3e67a2378fa836a12986ccecb167,C:\workspace\projects\SST-Workbench\KnotPlot\KnotPlot_3p1_Comprehensive_Dynamics_Parameter_Atlas_v0.3.0\out\extended\symmforce__off_i01000.txt,stability_handoff\raw_xyz\mechforce__on.txt,stability_handoff\arclength300_xyz\mechforce__on.txt,329.979214700305,24.94772235323431,
symmforce__on,symmforce,secondary_force,on,EFFECTIVE_MEDIUM,GEOMETRY_DOMINANT,0.0042091185062043705,0.004073887439645197,3,medium shape effect,False,f1b37bc048a506db40f388c45497bd4b722d0bb3a94ccee735112d64cd864897,C:\workspace\projects\SST-Workbench\KnotPlot\KnotPlot_3p1_Comprehensive_Dynamics_Parameter_Atlas_v0.3.0\out\extended\symmforce__on_i01000.txt,stability_handoff\raw_xyz\symmforce__on.txt,stability_handoff\arclength300_xyz\symmforce__on.txt,331.264099127548,25.042862911439617,
syfmag__0p25,syfmag,secondary_force,0.25,EFFECTIVE_STRONG,GEOMETRY_DOMINANT,0.014520156169576188,0.01398267895002585,2,secondary strong shape effect,False,b63c0206923eb08f2992845af1be2c201e647d78e6a590baadb57138a4cacbdd,C:\workspace\projects\SST-Workbench\KnotPlot\KnotPlot_3p1_Comprehensive_Dynamics_Parameter_Atlas_v0.3.0\out\extended\syfmag__0p25_i01000.txt,stability_handoff\raw_xyz\syfmag__0p25.txt,stability_handoff\arclength300_xyz\syfmag__0p25.txt,330.29966407093843,24.973191914297573,
syfmag__0p5,syfmag,secondary_force,0.5,EFFECTIVE_STRONG,GEOMETRY_DOMINANT,0.014520156169576188,0.01398267895002585,2,secondary strong shape effect,False,0d94a3733e13b6c8c76a441376b57aea838264a3d435f842b084319691ab32bb,C:\workspace\projects\SST-Workbench\KnotPlot\KnotPlot_3p1_Comprehensive_Dynamics_Parameter_Atlas_v0.3.0\out\extended\syfmag__0p5_i01000.txt,stability_handoff\raw_xyz\syfmag__0p5.txt,stability_handoff\arclength300_xyz\syfmag__0p5.txt,330.6244071496572,24.99692195555113,
syfmag__1,syfmag,secondary_force,1.0,EFFECTIVE_STRONG,GEOMETRY_DOMINANT,0.014520156169576188,0.01398267895002585,2,secondary strong shape effect,False,f1b37bc048a506db40f388c45497bd4b722d0bb3a94ccee735112d64cd864897,C:\workspace\projects\SST-Workbench\KnotPlot\KnotPlot_3p1_Comprehensive_Dynamics_Parameter_Atlas_v0.3.0\out\extended\syfmag__1_i01000.txt,stability_handoff\raw_xyz\symmforce__on.txt,stability_handoff\arclength300_xyz\symmforce__on.txt,331.264099127548,25.042862911439617,
syfmag__2,syfmag,secondary_force,2.0,EFFECTIVE_STRONG,GEOMETRY_DOMINANT,0.014520156169576188,0.01398267895002585,2,secondary strong shape effect,False,bf3188ec83ddbfda59a5dcc1c31e9b453abebe2a291988018d1d91d8b603b3b3,C:\workspace\projects\SST-Workbench\KnotPlot\KnotPlot_3p1_Comprehensive_Dynamics_Parameter_Atlas_v0.3.0\out\extended\syfmag__2_i01000.txt,stability_handoff\raw_xyz\syfmag__2.txt,stability_handoff\arclength300_xyz\syfmag__2.txt,332.5266418392474,25.133337944118068,
syfmag__4,syfmag,secondary_force,4.0,EFFECTIVE_STRONG,GEOMETRY_DOMINANT,0.014520156169576188,0.01398267895002585,2,secondary strong shape effect,False,29e6671aa823215f345fb34f46d99c32bc9794eaa279566db913934002a599cf,C:\workspace\projects\SST-Workbench\KnotPlot\KnotPlot_3p1_Comprehensive_Dynamics_Parameter_Atlas_v0.3.0\out\extended\syfmag__4_i01000.txt,stability_handoff\raw_xyz\syfmag__4.txt,stability_handoff\arclength300_xyz\syfmag__4.txt,335.04036126740846,25.31296028588757,
sytmag__0p25,sytmag,secondary_force,0.25,EFFECTIVE_STRONG,GEOMETRY_DOMINANT,0.013873216638597984,0.013774928175813122,2,secondary strong shape effect,False,0e21b7333491583989e54d51036e82149e0d0080265c80ece0239d67ad8ddfe0,C:\workspace\projects\SST-Workbench\KnotPlot\KnotPlot_3p1_Comprehensive_Dynamics_Parameter_Atlas_v0.3.0\out\extended\sytmag__0p25_i01000.txt,stability_handoff\raw_xyz\sytmag__0p25.txt,stability_handoff\arclength300_xyz\sytmag__0p25.txt,330.21605350151606,24.97848244192229,
sytmag__0p5,sytmag,secondary_force,0.5,EFFECTIVE_STRONG,GEOMETRY_DOMINANT,0.013873216638597984,0.013774928175813122,2,secondary strong shape effect,False,ad8ec0cfd78e7a428b057f85d9e4fca14ab3704235d8e8a9cb78f8ae306cb09b,C:\workspace\projects\SST-Workbench\KnotPlot\KnotPlot_3p1_Comprehensive_Dynamics_Parameter_Atlas_v0.3.0\out\extended\sytmag__0p5_i01000.txt,stability_handoff\raw_xyz\sytmag__0p5.txt,stability_handoff\arclength300_xyz\sytmag__0p5.txt,330.5653555014892,24.99993287521426,
sytmag__1,sytmag,secondary_force,1.0,EFFECTIVE_STRONG,GEOMETRY_DOMINANT,0.013873216638597984,0.013774928175813122,2,secondary strong shape effect,False,f1b37bc048a506db40f388c45497bd4b722d0bb3a94ccee735112d64cd864897,C:\workspace\projects\SST-Workbench\KnotPlot\KnotPlot_3p1_Comprehensive_Dynamics_Parameter_Atlas_v0.3.0\out\extended\sytmag__1_i01000.txt,stability_handoff\raw_xyz\symmforce__on.txt,stability_handoff\arclength300_xyz\symmforce__on.txt,331.264099127548,25.042862911439617,
sytmag__2,sytmag,secondary_force,2.0,EFFECTIVE_STRONG,GEOMETRY_DOMINANT,0.013873216638597984,0.013774928175813122,2,secondary strong shape effect,False,e98433a38d66c9d765900d85936fe88ce467e288cf3b2c042922196baba54ba2,C:\workspace\projects\SST-Workbench\KnotPlot\KnotPlot_3p1_Comprehensive_Dynamics_Parameter_Atlas_v0.3.0\out\extended\sytmag__2_i01000.txt,stability_handoff\raw_xyz\sytmag__2.txt,stability_handoff\arclength300_xyz\sytmag__2.txt,332.6620856724147,25.12881957476286,
sytmag__4,sytmag,secondary_force,4.0,EFFECTIVE_STRONG,GEOMETRY_DOMINANT,0.013873216638597984,0.013774928175813122,2,secondary strong shape effect,False,7a985e81b753d0a026736a19a8ab5fa05e4c45995b1cc8fc3a650e5dd3ea16ff,C:\workspace\projects\SST-Workbench\KnotPlot\KnotPlot_3p1_Comprehensive_Dynamics_Parameter_Atlas_v0.3.0\out\extended\sytmag__4_i01000.txt,stability_handoff\raw_xyz\sytmag__4.txt,stability_handoff\arclength300_xyz\sytmag__4.txt,335.4597417652217,25.30111487877405,
syrmag__0p25,syrmag,secondary_force,0.25,EFFECTIVE_MEDIUM,GEOMETRY_DOMINANT,0.005420296976945766,0.004952980966476252,3,medium shape effect,False,aed99e65258332d6f188df189abe24895fc754bfcb307395d6d87a1107f32e10,C:\workspace\projects\SST-Workbench\KnotPlot\KnotPlot_3p1_Comprehensive_Dynamics_Parameter_Atlas_v0.3.0\out\extended\syrmag__0p25_i01000.txt,stability_handoff\raw_xyz\syrmag__0p25.txt,stability_handoff\arclength300_xyz\syrmag__0p25.txt,331.3513695285455,25.03812112939704,
syrmag__0p5,syrmag,secondary_force,0.5,EFFECTIVE_MEDIUM,GEOMETRY_DOMINANT,0.005420296976945766,0.004952980966476252,3,medium shape effect,False,a76b03ee9f8e961693c748c78956ed5c1d790225aae7ef391228a857c1a8d478,C:\workspace\projects\SST-Workbench\KnotPlot\KnotPlot_3p1_Comprehensive_Dynamics_Parameter_Atlas_v0.3.0\out\extended\syrmag__0p5_i01000.txt,stability_handoff\raw_xyz\syrmag__0p5.txt,stability_handoff\arclength300_xyz\syrmag__0p5.txt,331.324520478825,25.039999391021542,
syrmag__1,syrmag,secondary_force,1.0,EFFECTIVE_MEDIUM,GEOMETRY_DOMINANT,0.005420296976945766,0.004952980966476252,3,medium shape effect,False,f1b37bc048a506db40f388c45497bd4b722d0bb3a94ccee735112d64cd864897,C:\workspace\projects\SST-Workbench\KnotPlot\KnotPlot_3p1_Comprehensive_Dynamics_Parameter_Atlas_v0.3.0\out\extended\syrmag__1_i01000.txt,stability_handoff\raw_xyz\symmforce__on.txt,stability_handoff\arclength300_xyz\symmforce__on.txt,331.264099127548,25.042862911439617,
syrmag__2,syrmag,secondary_force,2.0,EFFECTIVE_MEDIUM,GEOMETRY_DOMINANT,0.005420296976945766,0.004952980966476252,3,medium shape effect,False,9203777358dec7b7bf00b1de9f354a119f4e8e192ee261597b8f6a9f9f4738e6,C:\workspace\projects\SST-Workbench\KnotPlot\KnotPlot_3p1_Comprehensive_Dynamics_Parameter_Atlas_v0.3.0\out\extended\syrmag__2_i01000.txt,stability_handoff\raw_xyz\syrmag__2.txt,stability_handoff\arclength300_xyz\syrmag__2.txt,331.1311618154667,25.04757979665409,
syrmag__4,syrmag,secondary_force,4.0,EFFECTIVE_MEDIUM,GEOMETRY_DOMINANT,0.005420296976945766,0.004952980966476252,3,medium shape effect,False,394e5b97a767bffb38e2c9a4bbc77451f9b1e666e8c847ded2471ad076ab77d4,C:\workspace\projects\SST-Workbench\KnotPlot\KnotPlot_3p1_Comprehensive_Dynamics_Parameter_Atlas_v0.3.0\out\extended\syrmag__4_i01000.txt,stability_handoff\raw_xyz\syrmag__4.txt,stability_handoff\arclength300_xyz\syrmag__4.txt,330.8653714894877,25.05610718622604,
